CODI_I;CODI_S;LONGITUD;LAT;LNG;
"121";"3";"415";"41.2768485582";"2.0642859715";
"121";"4";"150";"41.2755751991";"2.06448396215";
"121";"5";"373";"41.2768559543";"2.06300096331";
"122";"1";"276";"41.7073200989";"2.24786917567";
"122";"2";"188";"41.7080538502";"2.24610235657";
"122";"3";"244";"41.7089648164";"2.24492926462";
"122";"4";"380";"41.7096641684";"2.24631959926";
"122";"5";"333";"41.7079323853";"2.24819041479";
"122";"6";"193";"41.7076176576";"2.24904141903";
"122";"7";"113";"41.7073938543";"2.2509052638";
"122";"8";"59";"41.7072859602";"2.25259763749";
"122";"9";"495";"41.7066282534";"2.25127857954";
"123";"1";"251";"41.8168481658";"2.08429861623";
"123";"2";"194";"41.8191978437";"2.08407552574";
"123";"3";"159";"41.8195119001";"2.08433701333";
"123";"4";"137";"41.8209028929";"2.08435262677";
"123";"5";"256";"41.8233017162";"2.08407856955";
"123";"6";"109";"41.8226874656";"2.08328545573";
"123";"7";"117";"41.8220279487";"2.08085038046";
"123";"8";"187";"41.8204956258";"2.08199435852";
"123";"9";"121";"41.8196808563";"2.08226925891";
"123";"10";"85";"41.8191333816";"2.08201728193";
"125";"1";"261";"41.4210542042";"2.1526598236";
"125";"2";"156";"41.4204806438";"2.15331443827";
"125";"3";"135";"41.4196298904";"2.15357561748";
"125";"4";"139";"41.4188199403";"2.15327848547";
"125";"5";"163";"41.4175063465";"2.15304865032";
"125";"6";"302";"41.4171217125";"2.15443757963";
"125";"7";"127";"41.4158255842";"2.15300032808";
"124";"1";"116";"40.6699317151";"0.522346101965";
"124";"2";"130";"40.6659580453";"0.526511498721";
"124";"3";"25";"40.666877497";"0.529625843629";
"124";"4";"70";"40.669829649";"0.532332526283";
"124";"5";"65";"40.6727512165";"0.533679589202";
"124";"6";"59";"40.6732153437";"0.533566501349";
"124";"7";"111";"40.6706739192";"0.531733130968";
"124";"8";"41";"40.667673668";"0.528793229111";
"124";"9";"111";"40.6668945618";"0.526803370355";
"126";"1";"101";"42.5756404479";"1.60819972018";
"126";"10";"59";"42.5848089203";"1.61104228108";
"126";"2";"93";"42.5757536961";"1.60950114994";
"126";"3";"42";"42.5761405821";"1.60961349404";
"126";"4";"113";"42.5771619835";"1.60978299451";
"126";"5";"154";"42.5807216129";"1.61142780062";
"126";"6";"137";"42.5821189134";"1.61116276372";
"126";"7";"56";"42.5841433869";"1.61101377399";
"126";"8";"43";"42.5851171007";"1.61155473461";
"126";"9";"61";"42.5855217616";"1.61121475504";
"1127";"1";"361";"42.0181712232";"1.88705150012";
"1127";"2";"268";"42.0153826142";"1.88668951629";
"1127";"4";"118";"42.014327494";"1.88739057373";
"1127";"5";"256";"42.0149410238";"1.88885206727";
"1127";"6";"291";"42.0187947068";"1.89043276309";
"1127";"7";"260";"42.0203571138";"1.8889701248";
"1127";"3";"302";"42.0131644867";"1.88675246729";
"131";"1";"236";"41.2452219525";"0.505145783816";
"131";"3";"77";"41.2461763875";"0.505930948204";
"131";"5";"343";"41.2483078637";"0.50441638408";
"131";"70";"196";"41.2503991305";"0.504605477699";
"131";"9";"122";"41.2478126663";"0.504525176362";
"131";"2";"57";"41.2459393578";"0.506011168432";
"131";"4";"115";"41.2466940841";"0.505477283989";
"131";"6";"173";"41.2505618581";"0.504270627055";
"131";"8";"138";"41.2490526497";"0.505015574188";
"128";"1";"326";"41.595890862";"2.4012651434";
"128";"2";"302";"41.5983083938";"2.39914873373";
"128";"3";"239";"41.6002562495";"2.39768309145";
"128";"4";"298";"41.6020989414";"2.39748724438";
"128";"5";"134";"41.603218094";"2.39597526989";
"128";"6";"127";"41.6031645658";"2.39442844736";
"130";"1";"204";"42.3912307683";"3.02003040648";
"130";"2";"135";"42.390696784";"3.02139529244";
"130";"3";"136";"42.390586891";"3.02241646718";
"130";"4";"52";"42.3908772056";"3.02330108885";
"130";"4";"96";"42.3904690599";"3.0234552867";
"130";"5";"272";"42.3892364094";"3.02286390648";
"130";"6";"123";"42.3904928383";"3.02137072817";
"133";"1";"128";"42.7013044553";"0.803452460731";
"133";"2";"83";"42.7001952522";"0.805480954602";
"133";"3";"140";"42.6996385444";"0.806664731772";
"133";"4";"110";"42.698799864";"0.807929574931";
"133";"5";"92";"42.6985037064";"0.809833471173";
"133";"6";"183";"42.6984978935";"0.807321913597";
"133";"7";"117";"42.6999762124";"0.804777983367";
"129";"1";"175";"41.607740229";"2.27550045252";
"129";"2";"284";"41.6073946269";"2.27374107675";
"129";"3";"260";"41.6075771039";"2.27064919119";
"129";"4";"193";"41.6059731808";"2.27094168272";
"129";"5";"253";"41.6048060599";"2.27305783941";
"129";"6";"198";"41.605154285";"2.27460970623";
"129";"7";"143";"41.6063341764";"2.27494638514";
"132";"1";"278";"42.1324187593";"2.74849217121";
"132";"2";"62";"42.1335866676";"2.74741765428";
"132";"3";"233";"42.1320663536";"2.74526378972";
"132";"4";"90";"42.1308038975";"2.74500393948";
"132";"5";"109";"42.1300154725";"2.74555831269";
"132";"6";"225";"42.1317260072";"2.74559356237";
"132";"7";"208";"42.1325021885";"2.74721497959";
"132";"8";"141";"42.1313110892";"2.74856688411";
"132";"9";"254";"42.1289160376";"2.74975131734";
"132";"10";"280";"42.127991993";"2.75172280456";
"132";"11";"126";"42.1280495539";"2.75432599638";
"132";"12";"133";"42.131011113";"2.75068233118";
"134";"2";"158";"41.5738948848";"1.89184104572";
"134";"3";"80";"41.5737180327";"1.89378652864";
"134";"4";"39";"41.5759343233";"1.89656763725";
"134";"5";"110";"41.5767620791";"1.89647443383";
"134";"6";"86";"41.576415999";"1.89813626975";
"134";"1";"66";"41.5760848739";"1.9007857091";
"134";"7";"58";"41.5761408654";"1.8995601227";
"134";"8";"129";"41.5778868342";"1.89835540952";
"135";"1";"56";"41.5686838";"1.83217036589";
"135";"2";"97";"41.5692151109";"1.8326977529";
"135";"3";"65";"41.5675681134";"1.83470343873";
"135";"4";"65";"41.5671403372";"1.83527356617";
"135";"5";"128";"41.5674514304";"1.83676624648";
"135";"6";"101";"41.5665955381";"1.83849407598";
"135";"7";"82";"41.566145623";"1.83879468927";
"135";"8";"128";"41.5652290199";"1.83948684159";
"136";"1";"61";"41.6214725887";"1.74562263495";
"136";"2";"152";"41.6206167567";"1.74598018896";
"136";"3";"71";"41.624416442";"1.74590051494";
"136";"3";"38";"41.6252635848";"1.74563204506";
"136";"4";"94";"41.6320179485";"1.74648933072";
"136";"5";"69";"41.6317494553";"1.74699580359";
"136";"6";"144";"41.6307495653";"1.74704572422";
"136";"7";"81";"41.6304540741";"1.74637063351";
"136";"8";"32";"41.632827092";"1.74685407188";
"136";"9";"81";"41.6334468068";"1.74732629002";
"137";"1";"108";"42.7056620854";"0.783479124354";
"137";"2";"29";"42.7055690602";"0.782687927306";
"137";"3";"39";"42.7058844014";"0.783096674272";
"137";"4";"177";"42.7066013008";"0.784010963878";
"137";"5";"146";"42.7079802769";"0.784754923124";
"137";"6";"51";"42.7078829501";"0.784871901947";
"137";"7";"61";"42.7066334023";"0.785592475367";
"138";"1";"246";"42.1957758157";"2.69263814656";
"138";"2";"146";"42.1954379335";"2.69489257631";
"138";"3";"89";"42.1954489538";"2.69619704337";
"138";"4";"167";"42.1957969229";"2.69883123547";
"138";"5";"150";"42.1970340596";"2.69976042614";
"138";"6";"118";"42.1981221049";"2.69979835733";
"138";"7";"166";"42.1992815255";"2.70297095402";
"138";"8";"216";"42.2007550667";"2.70655890268";
"138";"9";"291";"42.2008080737";"2.7095422564";
"138";"10";"163";"42.2011498445";"2.70963586919";
"138";"11";"307";"42.1969302786";"2.69360482006";
"139";"1";"170";"41.7350417533";"0.754196116493";
"139";"2";"126";"41.7378482383";"0.748666557144";
"139";"3";"147";"41.7384785201";"0.749023359735";
"139";"4";"97";"41.7402336123";"0.748604875828";
"139";"5";"171";"41.7436405194";"0.746534085236";
"139";"6";"140";"41.7442556061";"0.745218623836";
"139";"7";"39";"41.7446719278";"0.744346371224";
"139";"8";"95";"41.7447983437";"0.74475660333";
"139";"9";"42";"41.7444938829";"0.745462808775";
"139";"10";"113";"41.7437961843";"0.746692616839";
"140";"1";"75";"42.4979772926";"1.56139699399";
"140";"2";"87";"42.4984681148";"1.55745811007";
"140";"3";"44";"42.4991058307";"1.55719115374";
"140";"4";"34";"42.4991977792";"1.55707095013";
"140";"5";"62";"42.4989896177";"1.55657947359";
"140";"6";"59";"42.5008227272";"1.554948566";
"140";"7";"124";"42.5010116437";"1.55348695418";
"140";"8";"45";"42.502006491";"1.55267221087";
"140";"9";"159";"42.5027727495";"1.55196280949";
"140";"10";"82";"42.5036421002";"1.55146827005";
"140";"11";"46";"42.5038564396";"1.55170446708";
"141";"1";"281";"42.0180588357";"2.02258371288";
"141";"2";"311";"42.018616212";"2.02254247138";
"141";"3";"252";"42.019044415";"2.02271131541";
"141";"4";"281";"42.0199655772";"2.019772139";
"141";"5";"191";"42.0203067549";"2.01984252197";
"141";"6";"213";"42.0220126405";"2.02013021371";
"141";"7";"186";"42.0230612838";"2.02158946182";
"141";"8";"269";"42.0237172025";"2.02147015071";
"141";"9";"100";"42.0226342722";"2.02264078642";
"141";"10";"285";"42.0217534446";"2.01922698421";
"142";"1";"114";"42.0686997329";"3.11054988646";
"142";"2";"134";"42.0699789628";"3.11069969807";
"142";"3";"200";"42.0702540737";"3.1088308634";
"142";"4";"178";"42.0701802678";"3.10689938611";
"142";"5";"126";"42.0693697063";"3.10629091086";
"142";"6";"238";"42.0687703641";"3.1082804846";
"142";"7";"105";"42.0681187917";"3.11008803771";
"142";"8";"123";"42.0689399548";"3.11134571708";
"142";"9";"77";"42.0695080605";"3.11213146767";
"142";"10";"122";"42.0692369029";"3.1130590047";
"144";"1";"122";"41.367070903";"2.16444612218";
"144";"2";"173";"41.3679854358";"2.16401668492";
"144";"3";"363";"41.3684488747";"2.16692549538";
"144";"4";"227";"41.3673553736";"2.1688142959";
"144";"5";"128";"41.3658622665";"2.16824314311";
"144";"6";"253";"41.364214299";"2.16857325126";
"144";"7";"520";"41.3637976258";"2.16227056517";
"144";"8";"250";"41.360477124";"2.16172031524";
"144";"9";"393";"41.3623055862";"2.15992165555";
"143";"1";"98";"42.0873227023";"2.28811025571";
"143";"2";"210";"42.0874780355";"2.28585463004";
"143";"3";"235";"42.0881466382";"2.28451137954";
"143";"4";"102";"42.0884969094";"2.2846022877";
"143";"5";"200";"42.0887756323";"2.28564360878";
"143";"6";"124";"42.0881208462";"2.28723799425";
"143";"7";"190";"42.0866009193";"2.28707216554";
"143";"8";"109";"42.0856763232";"2.28742947645";
"143";"9";"99";"42.0854743806";"2.28829743144";
"143";"10";"162";"42.0859023351";"2.28850732097";
"143";"11";"151";"42.0859196968";"2.28904967656";
"145";"1";"568";"40.0433662702";"3.92994647495";
"145";"2";"307";"40.0466885755";"3.93089601002";
"145";"3";"255";"40.0479615115";"3.92849454355";
"145";"4";"284";"40.0493230815";"3.92582652989";
"145";"5";"223";"40.0492369879";"3.9247648476";
"145";"6";"143";"40.0484004213";"3.92462714644";
"145";"7";"308";"40.0480168666";"3.92301607756";
"145";"8";"95";"40.0466361445";"3.92426947899";
"145";"9";"113";"40.0457600682";"3.92485377629";
"145";"10";"61";"40.0449661902";"3.92511633044";
"145";"11";"623";"40.0420300191";"3.92675606292";
"146";"1";"476";"39.9143140896";"4.04214757307";
"146";"2";"106";"39.9124184185";"4.04391106897";
"146";"3";"86";"39.9117529627";"4.04441950154";
"146";"4";"55";"39.9112251692";"4.04465120097";
"146";"5";"98";"39.910576842";"4.04485278637";
"146";"6";"50";"39.9105762072";"4.04556242043";
"146";"7";"330";"39.9107923503";"4.04746834146";
"146";"8";"148";"39.9096724061";"4.04969148612";
"146";"9";"161";"39.9088263062";"4.05104322567";
"146";"10";"131";"39.9080093138";"4.05237175204";
"146";"11";"202";"39.9069363519";"4.05284929869";
"146";"12";"204";"39.9077060639";"4.0545329418";
"146";"13";"197";"39.9085081831";"4.05441961908";
"146";"14";"372";"39.9107333683";"4.05580274875";
"146";"15";"328";"39.9136742955";"4.05624446459";
"146";"16";"128";"39.9153123247";"4.05662258091";
"74";"2";"153";"38.8752095265";"1.40214633467";
"74";"3";"167";"38.874758764";"1.40101416567";
"74";"4";"101";"38.8740676797";"1.4006523239";
"74";"5";"83";"38.8733845904";"1.4008570122";
"74";"6";"82";"38.8729923854";"1.40011301578";
"74";"7";"92";"38.8723495538";"1.39994404975";
"74";"8";"46";"38.8721378789";"1.39929310852";
"74";"9";"160";"38.8728760802";"1.39858779941";
"74";"10";"326";"38.8744449254";"1.39823634273";
"74";"1";"169";"38.8761932237";"1.40291313611";
"147";"1";"325";"41.4760001401";"2.17140485257";
"147";"2";"240";"41.4751718751";"2.17313773809";
"147";"3";"633";"41.4763415579";"2.17699470695";
"147";"4";"236";"41.4782755499";"2.17576564499";
"147";"5";"293";"41.4786173343";"2.17435823386";
"147";"6";"313";"41.479383742";"2.17396503993";
"147";"7";"99";"41.4800834906";"2.17343460834";
"147";"8";"254";"41.4799740117";"2.17171419594";
"26";"3";"56";"41.2869536273";"1.87502862809";
"26";"4";"163";"41.2864240656";"1.87610657351";
"149";"1";"87";"41.4496662295";"1.64782386704";
"149";"2";"256";"41.4497972089";"1.64670038411";
"149";"3";"112";"41.4497163775";"1.64547035775";
"149";"4";"114";"41.4503245176";"1.64358950771";
"149";"5";"71";"41.449716041";"1.64379748484";
"149";"6";"95";"41.449234604";"1.64464694045";
"149";"7";"87";"41.4488583504";"1.64557891334";
"149";"8";"146";"41.4482422848";"1.64662182556";
"149";"9";"142";"41.4483451067";"1.64823345543";
"149";"10";"120";"41.4480573354";"1.64835852675";
"150";"1";"257";"41.4291783229";"1.75638995548";
"150";"2";"88";"41.4291575522";"1.75739511052";
"150";"3";"160";"41.4296562426";"1.75726850635";
"150";"4";"111";"41.4298990846";"1.75575673204";
"150";"5";"165";"41.4296128638";"1.75628836496";
"150";"6";"114";"41.4297561743";"1.75441759536";
"150";"7";"108";"41.4296654697";"1.75433648398";
"151";"1";"286";"41.8069500029";"1.65489635121";
"151";"2";"99";"41.8086733569";"1.65425389499";
"151";"3";"176";"41.8084005175";"1.65519791818";
"151";"4";"217";"41.8077893806";"1.65726313711";
"151";"5";"309";"41.8093264857";"1.65575774923";
"151";"6";"60";"41.8107915372";"1.65444978965";
"151";"7";"55";"41.8108084707";"1.65357085338";
"151";"8";"117";"41.8110358023";"1.6529036772";
"151";"9";"743";"41.8111596353";"1.65188931986";
"152";"1";"162";"41.6195016615";"1.64050475869";
"152";"2";"125";"41.6207598028";"1.64039568765";
"152";"3";"394";"41.6201012638";"1.64179635732";
"152";"4";"353";"41.6204280428";"1.63985767989";
"152";"5";"121";"41.6197706677";"1.63868247753";
"152";"6";"259";"41.6211942446";"1.63735341059";
"152";"7";"177";"41.6186931461";"1.63843550471";
"152";"8";"109";"41.619194042";"1.63983983645";
"154";"1";"81";"42.3540269176";"2.26987029694";
"154";"2";"135";"42.3548260142";"2.26914657738";
"154";"3";"69";"42.3556511001";"2.26856475195";
"154";"4";"151";"42.3564782034";"2.26758123721";
"154";"5";"110";"42.357252833";"2.26626660566";
"154";"6";"125";"42.3578140001";"2.26500923999";
"154";"7";"106";"42.3587171551";"2.26436314605";
"154";"8";"111";"42.3592287803";"2.26321742013";
"154";"9";"22";"42.3593713299";"2.26236159214";
"154";"10";"139";"42.3589693266";"2.2614387304";
"154";"11";"88";"42.3587209955";"2.26007454108";
"154";"12";"149";"42.3585487955";"2.25875836037";
"153";"1";"209";"42.3651277586";"2.27409253422";
"153";"2";"73";"42.3659148413";"2.27287627649";
"153";"3";"52";"42.3664515771";"2.27242192717";
"153";"4";"191";"42.3663219483";"2.2703244991";
"153";"5";"50";"42.3658308025";"2.2680618702";
"153";"6";"75";"42.3656799536";"2.26885069161";
"153";"7";"82";"42.3650266538";"2.26934643619";
"153";"8";"160";"42.3649744012";"2.26992380679";
"153";"9";"252";"42.3637733494";"2.2710806233";
"153";"10";"114";"42.3633019544";"2.27285406457";
"148";"1";"135";"41.4763229943";"2.19065503231";
"148";"2";"240";"41.476524325";"2.19030158108";
"148";"4";"183";"41.4768212415";"2.19198395006";
"148";"3";"322";"41.4772379601";"2.19291976527";
"148";"5";"350";"41.4757644003";"2.19528624471";
"148";"6";"85";"41.4759299356";"2.19622840014";
"148";"7";"70";"41.4766758636";"2.19629628821";
"148";"8";"137";"41.4768072258";"2.19561717868";
"131";"7";"113";"41.2507019954";"0.504437512394";
"18";"8";"345";"41.5447680714";"0.649995452913";
"999";"1";"153";"41.581907221";"2.31265597572";
"999";"2";"72";"41.5811223602";"2.31341167005";
"999";"3";"133";"41.5807528882";"2.31340358572";
"999";"4";"122";"41.5794084608";"2.31244297905";
"999";"5";"154";"41.5782536356";"2.31186507522";
"999";"6";"280";"41.5772686412";"2.31319093527";
"999";"7";"259";"41.5780694127";"2.31561140587";
"999";"8";"114";"41.5797353625";"2.31575376984";
"999";"9";"173";"41.5808593689";"2.31489612751";
"160";"1";"146";"41.9474970387";"2.32836540481";
"160";"2";"130";"41.9478924035";"2.32907288865";
"160";"3";"234";"41.9491102817";"2.32973775767";
"160";"4";"110";"41.9478457696";"2.33100567758";
"160";"5";"142";"41.9496343488";"2.3289350884";
"160";"6";"124";"41.9506841483";"2.3278695215";
"160";"7";"180";"41.9488384718";"2.32603290005";
"160";"8";"130";"41.9478810434";"2.32722119493";
"159";"1";"135";"41.4800390017";"2.10388490286";
"159";"2";"112";"41.4811689133";"2.10367190007";
"159";"3";"131";"41.482280966";"2.10328555391";
"159";"4";"203";"41.4831777958";"2.10194637023";
"159";"5";"150";"41.4835312184";"2.10252426633";
"159";"6";"124";"41.4836493629";"2.1032640082";
"159";"7";"76";"41.4850722365";"2.10251881138";
"159";"8";"235";"41.4863990939";"2.10127817837";
"159";"9";"127";"41.4865566992";"2.10137361607";
"158";"1";"158";"41.7195444092";"2.19320256695";
"158";"2";"135";"41.7202511209";"2.19271730313";
"158";"3";"225";"41.7186585289";"2.19263936222";
"158";"4";"202";"41.7234327365";"2.19357241439";
"158";"5";"136";"41.7247408773";"2.19279231403";
"158";"6";"24";"41.7254778512";"2.19263736497";
"158";"6";"38";"41.7253858014";"2.19265746492";
"158";"6";"45";"41.7252622017";"2.19268161485";
"158";"7";"106";"41.724573308";"2.19233096029";
"158";"8";"78";"41.7227541454";"2.19153945378";
"157";"1";"337";"41.4369360415";"1.74575172134";
"157";"2";"368";"41.4380652591";"1.74732121022";
"157";"3";"216";"41.4401534441";"1.74738177614";
"157";"4";"238";"41.439810973";"1.74543553017";
"157";"5";"321";"41.4410678678";"1.74587873735";
"157";"6";"231";"41.4440797406";"1.74875262849";
"157";"7";"263";"41.4423693384";"1.75087991563";
"157";"8";"319";"41.44257958";"1.75273937482";
"156";"1";"131";"41.6966955489";"1.55207038471";
"156";"2";"73";"41.696613462";"1.55105940529";
"156";"3";"110";"41.6959791642";"1.55228430147";
"156";"4";"124";"41.696305784";"1.55359489889";
"156";"5";"68";"41.6967681342";"1.55456645022";
"156";"6";"160";"41.6958573159";"1.55437487537";
"156";"7";"110";"41.6969417333";"1.55568083638";
"156";"8";"122";"41.6956051351";"1.55504935998";
"156";"9";"114";"41.695620948";"1.55615512564";
"155";"1";"341";"39.6818855297";"2.66973046755";
"155";"2";"421";"39.6825042335";"2.67001351467";
"155";"3";"225";"39.680147511";"2.67209836475";
"155";"4";"314";"39.6821338801";"2.6698430784";
"155";"5";"605";"39.6806588055";"2.67023256626";
"155";"6";"168";"39.6783009";"2.67391878611";
"155";"7";"353";"39.678763482";"2.67282295887";
"1043";"1";"187";"41.7932201139";"1.40835322766";
"1043";"2";"137";"41.793577767";"1.40684242415";
"1043";"3";"75";"41.7927978596";"1.40678208281";
"1043";"4";"39";"41.792404443";"1.40671980182";
"1043";"5";"91";"41.7921250876";"1.40734528133";
"1043";"6";"59";"41.7918446648";"1.40815070697";
"1043";"7";"305";"41.7925773356";"1.40980298219";
"1043";"8";"98";"41.7929438416";"1.4102188552";
"1043";"9";"78";"41.7922912242";"1.40908128565";
"161";"1";"86";"41.4578228525";"2.00860778906";
"161";"2";"113";"41.4569254605";"2.00858437182";
"161";"3";"71";"41.4569209935";"2.00752943154";
"161";"4";"103";"41.4567742801";"2.00707310477";
"161";"5";"136";"41.4528645191";"2.01275428814";
"161";"6";"90";"41.4518015393";"2.01268469223";
"161";"7";"99";"41.4509860044";"2.01284578002";
"161";"8";"86";"41.4530147641";"2.01313830879";
"162";"1";"111";"41.9091533906";"0.926244242213";
"162";"2";"212";"41.9097145252";"0.927780774367";
"162";"3";"373";"41.9104403777";"0.931725355877";
"162";"4";"225";"41.909501034";"0.93502758108";
"162";"5";"146";"41.9091356111";"0.935313607969";
"162";"6";"184";"41.908860196";"0.93752345276";
"162";"7";"312";"41.9092182964";"0.94051536361";
"162";"8";"157";"41.9097801283";"0.943177344778";
"162";"9";"101";"41.911115444";"0.948007262107";
"162";"10";"76";"41.9110544603";"0.947280044415";
"163";"1";"101";"42.1526776961";"2.54173852326";
"163";"2";"91";"42.1528029515";"2.54051862494";
"163";"3";"179";"42.1538455592";"2.53998854357";
"163";"4";"66";"42.154999895";"2.53959867467";
"163";"5";"83";"42.1552497904";"2.54006613009";
"163";"6";"87";"42.1549583155";"2.54074130117";
"163";"7";"77";"42.1553620904";"2.54114843455";
"163";"8";"265";"42.1563523018";"2.54131741321";
"163";"9";"129";"42.1570948808";"2.53760742557";
"163";"10";"129";"42.1567249526";"2.53750254576";
"163";"11";"171";"42.1565656173";"2.54234712707";
"163";"12";"214";"42.1538213932";"2.54291840096";
"164";"1";"232";"40.9457562771";"0.379601581937";
"164";"2";"248";"40.9443559961";"0.37768750342";
"164";"3";"175";"40.9432597492";"0.373101345298";
"164";"4";"224";"40.9418410435";"0.373049322943";
"164";"5";"222";"40.940723077";"0.369757539054";
"164";"6";"92";"40.939349433";"0.369029024809";
"164";"7";"239";"40.9400337817";"0.374256793314";
"164";"8";"229";"40.9413512969";"0.376797648772";
"164";"9";"228";"40.9414942591";"0.377856975931";
"164";"10";"224";"40.9435087216";"0.379563919502";
"165";"1";"113";"42.3460794036";"2.13772454382";
"165";"2";"219";"42.3451212385";"2.13944478021";
"165";"3";"92";"42.345671427";"2.14028748871";
"165";"4";"127";"42.3466404655";"2.1413742543";
"165";"5";"124";"42.3465426754";"2.1417430401";
"165";"6";"121";"42.3454769312";"2.14119397578";
"165";"7";"115";"42.3453194403";"2.14144813204";
"165";"8";"158";"42.3464592953";"2.14223281909";
"165";"9";"112";"42.3452313857";"2.14185908712";
"165";"10";"201";"42.3464860887";"2.14423601258";
"167";"1";"149";"42.5676765826";"0.846540380651";
"167";"2";"122";"42.5688568236";"0.847126922594";
"167";"3";"148";"42.56976435";"0.84801776153";
"167";"4";"166";"42.5676434298";"0.846376409885";
"167";"5";"216";"42.5659407839";"0.845623946195";
"167";"6";"177";"42.5643066677";"0.845769150481";
"167";"7";"261";"42.5639911641";"0.844077543111";
"167";"8";"252";"42.5662146431";"0.84472659126";
"1168";"1";"34";"42.3622510143";"1.46063085625";
"1168";"1";"57";"42.3626365499";"1.46073909974";
"1168";"3";"107";"42.36319954";"1.46118322369";
"1168";"4";"203";"42.3640500475";"1.46210104643";
"1168";"5";"144";"42.365177177";"1.46399992139";
"1168";"6";"88";"42.3661270921";"1.46379122716";
"1168";"7";"164";"42.3658699608";"1.46255634573";
"1168";"8";"78";"42.3659442249";"1.461212187";
"1168";"9";"99";"42.3649351151";"1.46102131026";
"1168";"10";"140";"42.3643561568";"1.46004536799";
"1168";"11";"168";"42.3636888852";"1.45921133872";
"1168";"12";"118";"42.3634878907";"1.46044440411";
"169";"1";"365";"39.839955049";"2.90985348973";
"169";"2";"110";"39.838825078";"2.91103453792";
"169";"3";"296";"39.8381040269";"2.9097089904";
"169";"4";"82";"39.8402423715";"2.9089027884";
"169";"5";"113";"39.8410959616";"2.9088836354";
"169";"6";"173";"39.8420793656";"2.90947584129";
"169";"7";"116";"39.8432404426";"2.90981335056";
"169";"8";"120";"39.8439137686";"2.90951283782";
"170";"1";"59";"39.5886486027";"2.54527283902";
"170";"2";"143";"39.5894132223";"2.54509377757";
"170";"3";"154";"39.5906871875";"2.54503013313";
"170";"4";"72";"39.5900227538";"2.54449370839";
"170";"5";"119";"39.5893445767";"2.54450455747";
"170";"6";"165";"39.5879767943";"2.54505246849";
"170";"7";"392";"39.5870932724";"2.54454343775";
"170";"8";"317";"39.5864286493";"2.54605584824";
"170";"9";"219";"39.5869243778";"2.54637597242";
"171";"1";"143";"39.7751900676";"3.13972795171";
"171";"2";"351";"39.7758596789";"3.13797567982";
"171";"3";"184";"39.7780597174";"3.13664847242";
"171";"4";"104";"39.7785155981";"3.13554109433";
"171";"5";"103";"39.7793177786";"3.13551824312";
"171";"6";"143";"39.778897271";"3.13645286058";
"171";"7";"330";"39.7771449557";"3.13655086805";
"171";"8";"166";"39.7763599688";"3.13883342468";
"172";"1";"139";"39.6142516811";"2.49045198062";
"172";"2";"161";"39.6137231455";"2.48877046579";
"172";"3";"103";"39.6127484383";"2.48804745945";
"172";"4";"189";"39.6117365777";"2.48761380784";
"172";"5";"179";"39.6117161735";"2.48722788639";
"172";"6";"162";"39.6131101873";"2.48848678908";
"172";"7";"147";"39.6137485127";"2.48999761908";
"173";"1";"249";"39.7810035202";"3.1194791298";
"173";"2";"141";"39.7807405287";"3.11716307291";
"173";"3";"140";"39.7815697828";"3.11620574629";
"173";"4";"369";"39.7815238103";"3.11391338262";
"173";"5";"175";"39.7825923641";"3.11699399165";
"173";"6";"277";"39.7834613549";"3.11555708498";
"173";"7";"170";"39.7854600751";"3.11495725678";
"173";"8";"149";"39.786843856";"3.11448001073";
"166";"1";"111";"42.3632159794";"2.27644511767";
"166";"2";"84";"42.3628937158";"2.27753930619";
"166";"3";"168";"42.3616493892";"2.27985826632";
"166";"4";"148";"42.3603813685";"2.28090019499";
"166";"5";"94";"42.3598895411";"2.28217324318";
"166";"6";"172";"42.3599675418";"2.28323209324";
"166";"7";"162";"42.3600393082";"2.28521984679";
"166";"8";"215";"42.3598592924";"2.28744463485";
"166";"9";"152";"42.3595466223";"2.28975371574";
"166";"10";"133";"42.3589968288";"2.29126495858";
"166";"11";"123";"42.3579913866";"2.29181772209";
"166";"12";"96";"42.3578303364";"2.29281418546";
"174";"1";"170";"41.6574964875";"2.41385520491";
"174";"2";"177";"41.6589922323";"2.41324241674";
"174";"3";"90";"41.6602162669";"2.41318314419";
"174";"4";"172";"41.6597560485";"2.41425774194";
"174";"5";"132";"41.6605428583";"2.41595340865";
"174";"6";"152";"41.6594134833";"2.4168927823";
"174";"7";"259";"41.6587468181";"2.41846541047";
"174";"8";"117";"41.6572625581";"2.41853636372";
"174";"9";"185";"41.656976558";"2.41749886254";
"174";"10";"140";"41.6561210248";"2.41575320432";
"174";"11";"163";"41.6564497727";"2.41461686608";
"175";"1";"148";"41.6422753932";"2.31178306771";
"175";"2";"91";"41.6425406092";"2.3119526997";
"175";"3";"81";"41.6421197286";"2.31110415626";
"175";"4";"142";"41.6417589602";"2.30997040963";
"175";"5";"208";"41.6411122715";"2.31063913468";
"176";"1";"252";"41.8372169604";"2.70232747172";
"176";"2";"156";"41.8362267873";"2.70277002899";
"176";"3";"312";"41.8354950957";"2.70096446211";
"176";"4";"277";"41.8362569685";"2.69830732192";
"176";"5";"327";"41.8376900045";"2.70003405916";
"176";"6";"95";"41.8378215425";"2.70211972783";
"176";"7";"224";"41.8373733444";"2.70152580065";
"177";"1";"187";"41.8264138875";"2.77010958415";
"177";"2";"153";"41.8254074499";"2.76978259724";
"177";"3";"81";"41.8245805003";"2.77156462165";
