CODI_I;CODI_S;LONGITUD;LAT;LNG;
"64";"3";"104";"42.2549239477";"3.22025102567";
"64";"4";"180";"42.2543134376";"3.21883387";
"64";"5";"157";"42.2547404087";"3.21920903716";
"64";"6";"133";"42.2559212519";"3.22040505028";
"64";"7";"78";"42.2569059847";"3.22048489527";
"64";"8";"140";"42.2565078826";"3.22081963617";
"65";"1";"173";"41.5410756485";"2.1478282222";
"65";"2";"123";"41.5404663667";"2.14931789832";
"65";"3";"60";"41.5398568627";"2.15050134174";
"65";"4";"76";"41.5399859457";"2.15060326947";
"65";"5";"54";"41.5404409121";"2.1506945051";
"65";"6";"57";"41.5410292521";"2.15074163193";
"65";"7";"50";"41.5414801211";"2.15095514247";
"65";"8";"56";"41.5419104539";"2.15105369117";
"65";"9";"134";"41.5412885806";"2.15027851603";
"65";"10";"88";"41.5405402509";"2.14993106085";
"66";"1";"217";"42.0963110317";"0.696047684049";
"66";"2";"180";"42.0954150078";"0.694759798905";
"66";"3";"178";"42.094024087";"0.694315881972";
"66";"4";"304";"42.0933035996";"0.694131661895";
"66";"5";"328";"42.0915094334";"0.695745748029";
"66";"6";"137";"42.0916492759";"0.697674246752";
"66";"7";"399";"42.0932866588";"0.696494608237";
"67";"1";"577";"40.6506320149";"0.757424498493";
"67";"2";"312";"40.6494479724";"0.762391360896";
"67";"3";"45";"40.6485247462";"0.764044707487";
"67";"4";"213";"40.6488477439";"0.76537475063";
"67";"5";"119";"40.6488099163";"0.766614112271";
"67";"6";"172";"40.6479075469";"0.765765814572";
"67";"7";"152";"40.6477352017";"0.764694206553";
"67";"8";"329";"40.6489943013";"0.762235980947";
"68";"1";"148";"41.491094234";"2.25177440266";
"68";"2";"168";"41.4899688005";"2.25082163096";
"68";"3";"213";"41.4888930574";"2.24946464337";
"68";"4";"422";"41.4864063592";"2.24879402768";
"68";"5";"405";"41.4858655285";"2.24819686968";
"68";"6";"451";"41.4893277664";"2.24899159407";
"68";"7";"295";"41.4910856028";"2.24938289233";
"69";"1";"339";"41.5113545658";"2.3277709594";
"69";"2";"224";"41.5120005999";"2.32785868385";
"69";"3";"224";"41.5109865988";"2.32979595101";
"69";"4";"126";"41.5096439217";"2.33058404571";
"69";"5";"314";"41.5089041288";"2.32973867439";
"69";"6";"247";"41.5080252325";"2.32893224645";
"69";"7";"173";"41.5086474386";"2.32923539504";
"69";"8";"175";"41.50956925";"2.32914880629";
"69";"9";"208";"41.5102513911";"2.32873055339";
"70";"1";"157";"42.2425429465";"2.6582417909";
"70";"2";"164";"42.2426601451";"2.65863620399";
"70";"3";"112";"42.2437715489";"2.65804285163";
"70";"4";"125";"42.2441909917";"2.65848972625";
"70";"5";"315";"42.2446544866";"2.65963870802";
"70";"6";"91";"42.2458114928";"2.65918346282";
"70";"7";"260";"42.2449558518";"2.66040646045";
"70";"8";"66";"42.2435661204";"2.66045434038";
"70";"9";"279";"42.24231236";"2.66058761586";
"70";"10";"93";"42.2407629256";"2.65984295836";
"1071";"1";"266";"42.1740920519";"2.53330180055";
"1071";"2";"75";"42.1734231472";"2.53451373697";
"1071";"3";"195";"42.1732027754";"2.53602089728";
"1071";"4";"194";"42.1744474029";"2.53605901407";
"1071";"5";"469";"42.1742094272";"2.53801245543";
"1071";"6";"189";"42.1740535423";"2.53906763853";
"1071";"7";"416";"42.1757496978";"2.53664762178";
"1071";"8";"173";"42.1752352754";"2.53388802879";
"1071";"9";"399";"42.1757368851";"2.53193383966";
"72";"1";"122";"42.1792962056";"1.88823303536";
"72";"2";"197";"42.1798799977";"1.88981269739";
"72";"3";"78";"42.180098909";"1.89090177884";
"72";"4";"184";"42.1808348864";"1.89110440931";
"72";"5";"288";"42.181276431";"1.88873149677";
"72";"6";"61";"42.1813973971";"1.88550594235";
"72";"7";"256";"42.1798130846";"1.88500603191";
"73";"1";"174";"41.4030563735";"0.335477662678";
"73";"2";"114";"41.4036993816";"0.335473333952";
"73";"3";"205";"41.4040459057";"0.337059545068";
"73";"4";"143";"41.4048968856";"0.337441914932";
"73";"5";"262";"41.4044015791";"0.338959869564";
"73";"6";"130";"41.4049070972";"0.340997003761";
"73";"7";"104";"41.4041784598";"0.337327705161";
"75";"1";"460";"41.5810487521";"2.11189109452";
"75";"2";"196";"41.5825277836";"2.10952593125";
"75";"3";"378";"41.5841239605";"2.10831615622";
"75";"4";"311";"41.5838682298";"2.10719383038";
"75";"5";"154";"41.5814168175";"2.10772767723";
"75";"6";"160";"41.5800337981";"2.10828626009";
"75";"7";"219";"41.5817773978";"2.10929909801";
"76";"1";"154";"41.5074918074";"2.10045274965";
"76";"2";"170";"41.5080071446";"2.09915704658";
"76";"3";"116";"41.508291905";"2.09778275742";
"76";"4";"170";"41.5075843412";"2.09741380839";
"76";"5";"90";"41.5065530814";"2.09727997172";
"76";"6";"67";"41.5071016108";"2.09669951304";
"76";"7";"190";"41.5078428119";"2.09559740826";
"76";"8";"167";"41.5083921408";"2.0939321024";
"76";"9";"201";"41.5073773112";"2.09296890448";
"76";"10";"188";"41.5060749823";"2.09343776136";
"77";"1";"65";"41.9964291058";"2.8454270235";
"77";"2";"168";"41.9974002303";"2.84504991674";
"77";"3";"199";"41.998696215";"2.84421416363";
"77";"4";"121";"41.9991434445";"2.84512919193";
"77";"5";"62";"41.9984702086";"2.84568287884";
"77";"6";"201";"41.998434803";"2.84706954053";
"77";"7";"173";"41.9971359565";"2.84693386736";
"77";"8";"98";"41.9966871354";"2.84811584965";
"77";"9";"245";"41.9974455999";"2.84916015242";
"77";"10";"86";"41.9961484207";"2.84912935335";
"77";"11";"135";"41.9954703873";"2.84897467334";
"77";"12";"80";"41.9948021509";"2.84876251262";
"77";"13";"137";"41.9951388416";"2.84770691198";
"78";"1";"235";"41.3388648678";"2.01620292135";
"78";"2";"469";"41.3397803955";"2.01250433905";
"78";"3";"79";"41.3397081934";"2.01409029311";
"78";"4";"236";"41.3384206135";"2.01583180566";
"78";"5";"414";"41.3379058356";"2.01317356533";
"78";"6";"178";"41.3376395696";"2.0111965831";
"78";"7";"264";"41.3375172425";"2.01372151259";
"78";"8";"128";"41.3369697612";"2.01584554287";
"78";"9";"229";"41.3375065479";"2.01678745309";
"79";"1";"307";"41.7096272345";"1.90542154071";
"79";"2";"83";"41.7086116408";"1.90704152592";
"79";"4";"170";"41.7078389261";"1.90596445726";
"79";"5";"137";"41.7083256494";"1.9064923088";
"79";"6";"241";"41.7077055358";"1.90521883317";
"79";"7";"103";"41.708236162";"1.90402244742";
"79";"8";"135";"41.7089868744";"1.90426960059";
"80";"1";"122";"41.6772919268";"2.03130739005";
"80";"2";"184";"41.6784295228";"2.03028635612";
"80";"3";"354";"41.6804910552";"2.03060682689";
"80";"4";"100";"41.6789990619";"2.03042944729";
"80";"5";"171";"41.6787031465";"2.03189074061";
"80";"6";"402";"41.6780551579";"2.03202402293";
"80";"7";"416";"41.6757656395";"2.03268759608";
"80";"8";"80";"41.6777453754";"2.0289907327";
"80";"9";"223";"41.6774760517";"2.03004836884";
"80";"10";"208";"41.6782750339";"2.02695281647";
"81";"1";"115";"42.1638510219";"1.41088000403";
"81";"2";"120";"42.1632834504";"1.41251522436";
"81";"3";"69";"42.1627087654";"1.41183343398";
"81";"4";"153";"42.1623366647";"1.41071610174";
"81";"5";"167";"42.162416417";"1.40888362118";
"81";"6";"203";"42.1620168472";"1.40519000797";
"81";"7";"192";"42.1636989188";"1.40358708171";
"81";"8";"167";"42.1628701041";"1.40192516321";
"82";"1";"175";"40.8996495491";"0.293695057024";
"82";"2";"214";"40.8989687174";"0.294222289848";
"82";"3";"277";"40.8983454986";"0.292248391711";
"82";"4";"229";"40.8969789467";"0.29281729694";
"82";"5";"150";"40.8968842526";"0.29426357745";
"82";"6";"599";"40.8944404264";"0.296318145342";
"82";"7";"223";"40.8917756899";"0.29903214335";
"82";"8";"329";"40.8896077176";"0.297622414208";
"83";"1";"119";"41.6705214546";"2.34952981796";
"83";"2";"74";"41.6699002498";"2.35014392088";
"83";"3";"198";"41.6694621041";"2.35006240858";
"83";"4";"324";"41.6678463427";"2.35072069879";
"83";"5";"352";"41.6708694905";"2.34563982912";
"83";"6";"260";"41.6726501326";"2.34422727454";
"83";"7";"122";"41.6727410486";"2.34630315137";
"83";"8";"157";"41.6728684625";"2.34779728419";
"83";"9";"188";"41.6719722051";"2.3487735536";
"84";"1";"64";"42.1750006974";"2.81807351687";
"84";"2";"211";"42.1746054586";"2.81970514403";
"84";"3";"56";"42.1739675172";"2.82332987554";
"84";"4";"256";"42.1749689666";"2.8220960036";
"84";"5";"56";"42.1754327126";"2.82071832682";
"84";"6";"205";"42.1773136993";"2.81975448846";
"84";"7";"59";"42.1798072361";"2.82156887367";
"84";"8";"176";"42.1805998984";"2.82198970102";
"84";"9";"86";"42.18140534";"2.82315866222";
"85";"1";"85";"42.3130855387";"1.06239096308";
"85";"2";"146";"42.3122196133";"1.06273914359";
"85";"3";"230";"42.3104732993";"1.06279749368";
"85";"4";"60";"42.309259864";"1.063025047";
"85";"5";"102";"42.3087028932";"1.06352900411";
"85";"6";"146";"42.3088858874";"1.06507315491";
"85";"7";"216";"42.3085905805";"1.06698848501";
"85";"8";"132";"42.3083255154";"1.0674236733";
"85";"9";"156";"42.308791206";"1.0691079574";
"85";"10";"195";"42.3091690098";"1.06459593784";
"86";"1";"171";"42.5819681923";"1.03190987571";
"86";"2";"186";"42.5822564446";"1.03052828197";
"86";"3";"162";"42.5828953811";"1.03291122046";
"86";"4";"152";"42.583623691";"1.03506386781";
"86";"5";"220";"42.5826128981";"1.03663986296";
"86";"6";"155";"42.5829077801";"1.03585217181";
"86";"7";"153";"42.5835315696";"1.03754558852";
"86";"8";"116";"42.5840629071";"1.03897874692";
"86";"9";"182";"42.5846917839";"1.04046218501";
"86";"10";"210";"42.5851163278";"1.04284895287";
"87";"10";"363";"42.16381314";"0.867528908626";
"87";"1";"166";"42.1645039834";"0.864800308474";
"87";"2";"103";"42.1642749146";"0.863154969657";
"87";"3";"132";"42.1653939293";"0.862980766324";
"87";"4";"148";"42.1661596366";"0.861889113676";
"87";"5";"323";"42.1674458278";"0.859721352338";
"87";"6";"174";"42.1692002356";"0.857753597566";
"87";"7";"158";"42.1693153042";"0.858448583409";
"87";"8";"327";"42.1678616059";"0.860720726893";
"87";"9";"45";"42.166726204";"0.862984334119";
"88";"1";"94";"41.6691525511";"2.5094434796";
"88";"2";"140";"41.6688808478";"2.50810118967";
"88";"3";"88";"41.6686531295";"2.50686595735";
"88";"4";"119";"41.6686606577";"2.50569762319";
"88";"5";"86";"41.6687010997";"2.50453326638";
"88";"6";"210";"41.6691286692";"2.50289313578";
"88";"7";"111";"41.6693090612";"2.50208507752";
"88";"8";"154";"41.6693735921";"2.50349110378";
"88";"9";"241";"41.6694615824";"2.50576295057";
"88";"10";"212";"41.6697539939";"2.5084347598";
"88";"11";"143";"41.6697690481";"2.51189325777";
"88";"12";"60";"41.669731482";"2.51068732649";
"88";"13";"204";"41.6693014569";"2.511398746";
"89";"1";"250";"41.6486611133";"2.67878465683";
"89";"2";"202";"41.6491323895";"2.68114900491";
"89";"3";"279";"41.6480527427";"2.68318539977";
"89";"4";"123";"41.6471328615";"2.68493052105";
"89";"5";"211";"41.6506042391";"2.68213141959";
"89";"6";"274";"41.6516263246";"2.68102193059";
"89";"7";"75";"41.6521244853";"2.67941302321";
"89";"8";"162";"41.6514910754";"2.67874736855";
"89";"9";"155";"41.6506821328";"2.67756443948";
"90";"1";"369";"42.3880638533";"1.88511759699";
"90";"2";"262";"42.3908209477";"1.88438855955";
"90";"3";"425";"42.3936535563";"1.88288801542";
"90";"4";"146";"42.3957311686";"1.88312347443";
"90";"5";"280";"42.3947258329";"1.8849098157";
"90";"6";"177";"42.3928583867";"1.8844627621";
"90";"7";"264";"42.3908585415";"1.88506607341";
"90";"8";"218";"42.3886553465";"1.88533761317";
"91";"1";"139";"42.6211080034";"1.56083804365";
"91";"2";"95";"42.6208531883";"1.56216566356";
"91";"3";"171";"42.6207508352";"1.5637693747";
"91";"4";"44";"42.6210125929";"1.56498510638";
"91";"5";"85";"42.6217797695";"1.56602868702";
"91";"6";"167";"42.6225119754";"1.56516718522";
"91";"7";"107";"42.6224620717";"1.56300785843";
"91";"8";"162";"42.6219686272";"1.56065486107";
"92";"1";"102";"42.496346582";"1.49637535321";
"92";"2";"190";"42.4962226858";"1.49559653276";
"92";"3";"294";"42.4974407208";"1.49426207856";
"92";"4";"200";"42.4979757149";"1.49181639373";
"92";"5";"366";"42.4992331159";"1.48903562027";
"92";"6";"308";"42.5008587802";"1.48561438353";
"92";"7";"99";"42.501718992";"1.48400054498";
"94";"1";"59";"41.2953739603";"0.782933209191";
"94";"2";"142";"41.2951298336";"0.783239051458";
"94";"3";"80";"41.2954447958";"0.783583911239";
"94";"4";"137";"41.2945570177";"0.783344067983";
"94";"5";"101";"41.294414469";"0.782027567767";
"94";"6";"103";"41.2937582936";"0.781501186063";
"94";"7";"85";"41.2945335828";"0.783827751347";
"94";"8";"52";"41.2950901385";"0.784098312163";
"94";"9";"56";"41.2956445589";"0.784015870559";
"94";"10";"199";"41.2967787701";"0.784118406924";
"94";"11";"164";"41.2958289551";"0.789433690991";
"94";"12";"102";"41.2966503365";"0.789288929624";
"94";"13";"83";"41.2971016924";"0.78975020331";
"95";"1";"237";"41.4684539652";"2.09686650083";
"95";"2";"294";"41.4665247926";"2.09630289353";
"95";"3";"227";"41.4655001734";"2.09833421992";
"95";"4";"179";"41.4663099542";"2.10009467726";
"95";"5";"168";"41.4673284518";"2.09946042563";
"95";"6";"197";"41.4686357369";"2.10204385058";
"95";"7";"169";"41.469006245";"2.10411992464";
"95";"8";"105";"41.4695980215";"2.10205364701";
"95";"9";"240";"41.4695687545";"2.09983377084";
"1171";"1";"159";"42.6185251656";"1.07783088393";
"1171";"2";"116";"42.618414787";"1.07628129386";
"1171";"3";"135";"42.6187194738";"1.0737282922";
"1171";"4";"179";"42.6197036812";"1.07432416658";
"1171";"5";"205";"42.6190709672";"1.07759079485";
"1171";"6";"173";"42.618748942";"1.07991418673";
"1171";"7";"115";"42.6187065045";"1.08170852757";
"1171";"8";"139";"42.6172448686";"1.08174859683";
"1171";"9";"136";"42.6167488819";"1.08054480898";
"1171";"10";"117";"42.6177932";"1.08006118367";
"8";"4";"49";"41.408550419";"2.06364553647";
"8";"4";"37";"41.4093374785";"2.06395559312";
"8";"4";"52";"41.4089863086";"2.06375626763";
"12";"11";"105";"41.7977164699";"2.42252233591";
"99";"1";"149";"42.2682680362";"2.59931436822";
"99";"2";"86";"42.2678493165";"2.59916937683";
"99";"3";"53";"42.2681362958";"2.59833506868";
"99";"6";"97";"42.26858561";"2.59386273879";
"99";"7";"117";"42.2693147414";"2.59500060707";
"99";"8";"46";"42.2699361462";"2.59526810366";
"99";"5";"248";"42.2682551514";"2.59449429825";
"99";"4";"152";"42.2687402343";"2.59680594725";
"9";"1";"200";"42.142804869";"2.50988508734";
"9";"2";"125";"42.1423311009";"2.50855505258";
"9";"3";"117";"42.142292706";"2.50788257831";
"9";"4";"63";"42.1428854161";"2.50720270959";
"9";"5";"95";"42.1428396914";"2.50644680435";
"9";"6";"98";"42.1422594808";"2.5045993213";
"9";"7";"202";"42.1432175165";"2.50420637124";
"9";"8";"258";"42.1448192272";"2.50516581533";
"9";"9";"98";"42.1458885367";"2.5056417279";
"9";"10";"88";"42.1461034838";"2.50578200132";
"9";"11";"123";"42.1458352486";"2.50722203046";
"9";"12";"71";"42.1458197657";"2.50838739067";
"9";"13";"134";"42.1453132411";"2.51112370073";
"100";"1";"141";"42.1313110892";"2.74856688411";
"100";"2";"208";"42.1325021885";"2.74721497959";
"100";"3";"89";"42.1330503735";"2.74637357375";
"100";"4";"235";"42.1319335271";"2.74542085316";
"100";"5";"90";"42.1308038975";"2.74500393948";
"100";"6";"109";"42.1300154725";"2.74555831269";
"100";"7";"92";"42.1296609378";"2.74620154328";
"100";"8";"302";"42.1301957208";"2.74820383717";
"100";"11";"126";"42.1280495539";"2.75432599638";
"100";"12";"133";"42.131011113";"2.75068233118";
"100";"9";"381";"42.1283689437";"2.74995750964";
"100";"10";"179";"42.1280194861";"2.75237681922";
"101";"1";"140";"39.9662065604";"4.20895720492";
"101";"2";"300";"39.9679255431";"4.21008520368";
"101";"3";"123";"39.9691206535";"4.21015622914";
"101";"4";"327";"39.9682728952";"4.20897725309";
"101";"5";"218";"39.9671173946";"4.20807173599";
"101";"6";"93";"39.9677921038";"4.20652125614";
"101";"7";"435";"39.9695858117";"4.20553610334";
"101";"8";"278";"39.9714463684";"4.20345193401";
"103";"1";"164";"42.4407596078";"3.00817714392";
"103";"2";"218";"42.4394285589";"3.00910301154";
"103";"3";"169";"42.437828341";"3.00936129625";
"103";"4";"95";"42.4367473091";"3.00885534993";
"103";"5";"421";"42.4363295802";"3.00675929336";
"103";"6";"288";"42.4380294674";"3.00858974839";
"103";"7";"120";"42.4396616657";"3.0091947879";
"103";"8";"209";"42.440590378";"3.00789439871";
"102";"1";"136";"42.4602420454";"3.02962605943";
"102";"2";"194";"42.4610519915";"3.02893594273";
"102";"3";"104";"42.4613710178";"3.02810099796";
"102";"4";"213";"42.4601973159";"3.02898401632";
"102";"5";"166";"42.4596359809";"3.03089193007";
"102";"6";"325";"42.4589282124";"3.0314996776";
"102";"8";"20";"42.4582495949";"3.03150654874";
"102";"7";"174";"42.4587568332";"3.03179837344";
"106";"1";"360";"41.5767584151";"2.37802884089";
"106";"2";"141";"41.5753360768";"2.37554137948";
"106";"3";"302";"41.5741385714";"2.37311586944";
"106";"4";"112";"41.574080541";"2.37252860561";
"106";"5";"164";"41.5750052223";"2.37342275064";
"106";"6";"73";"41.5765184404";"2.37378526442";
"106";"7";"143";"41.5755962559";"2.37440880689";
"106";"8";"117";"41.5758810279";"2.37516908123";
"98";"1";"133";"42.5081093584";"1.51881533765";
"98";"2";"190";"42.5081230694";"1.51780945544";
"98";"3";"218";"42.5072537315";"1.51577377903";
"98";"4";"184";"42.5066350392";"1.51359375323";
"98";"5";"276";"42.5050257687";"1.51172036319";
"98";"6";"250";"42.5048245363";"1.51173598647";
"98";"7";"71";"42.5055194693";"1.51342467861";
"97";"1";"291";"42.5313362296";"1.695488339";
"97";"2";"417";"42.5319874411";"1.69190554479";
"97";"3";"290";"42.5291589188";"1.69003528325";
"97";"4";"442";"42.5240409405";"1.68818181556";
"97";"5";"193";"42.5238426144";"1.68501893413";
"97";"6";"575";"42.5229399951";"1.68116735154";
"96";"1";"282";"42.4591201462";"1.4869133485";
"96";"2";"76";"42.4583647452";"1.48528258556";
"96";"3";"53";"42.4578823975";"1.484950412";
"96";"4";"139";"42.4571679291";"1.484379198";
"96";"5";"45";"42.456381523";"1.48406531237";
"96";"6";"237";"42.455134097";"1.48385966565";
"96";"7";"432";"42.4545748863";"1.48103355649";
"96";"8";"47";"42.455298838";"1.47842589702";
"93";"1";"352";"42.5815280713";"1.47724645415";
"93";"2";"76";"42.5824289122";"1.47536327006";
"93";"3";"229";"42.5830626402";"1.47387194773";
"93";"4";"104";"42.5837771061";"1.47217056313";
"93";"5";"130";"42.5845658935";"1.47127982141";
"93";"6";"156";"42.5855395411";"1.4701200492";
"93";"7";"175";"42.5862120846";"1.468421958";
"108";"1";"109";"41.6813350407";"2.55336775029";
"108";"2";"81";"41.682085438";"2.55325970401";
"108";"3";"121";"41.6812669266";"2.55272842278";
"108";"4";"137";"41.681036589";"2.55173148659";
"108";"5";"121";"41.6814181659";"2.55054309088";
"108";"6";"145";"41.6819164125";"2.55034687609";
"108";"7";"197";"41.6808828952";"2.55132572291";
"108";"8";"57";"41.6807354403";"2.55285306581";
"109";"10";"177";"42.1144122736";"1.85139567506";
"104";"1";"71";"41.6091708028";"2.33465349474";
"104";"2";"113";"41.6102119005";"2.33549842944";
"104";"3";"199";"41.6093667116";"2.33429071545";
"104";"4";"197";"41.6084151035";"2.33182408741";
"104";"5";"167";"41.6093581391";"2.33077649937";
"104";"6";"331";"41.6102850992";"2.32938645702";
"104";"7";"107";"41.6115534436";"2.33135615644";
"104";"8";"96";"41.6111748118";"2.33251097538";
"104";"9";"255";"41.6098206289";"2.3330570041";
"7";"1";"182";"41.2887913189";"2.05538611872";
"7";"2";"227";"41.2885428199";"2.05702888466";
"7";"3";"436";"41.2858296786";"2.05878778016";
"7";"4";"304";"41.2826705618";"2.06021142708";
"7";"5";"129";"41.2809792422";"2.0600853255";
"7";"6";"195";"41.2800803497";"2.06160121124";
"7";"6";"111";"41.2798842012";"2.06313938584";
"7";"7";"373";"41.2772962281";"2.0637762278";
"7";"8";"342";"41.2751303702";"2.06530969508";
"7";"9";"629";"41.278118574";"2.06125838466";
"105";"2";"70";"41.8434368978";"2.3835096438";
"105";"3";"117";"41.8428112006";"2.38286477564";
"105";"4";"85";"41.8424291508";"2.38260487852";
"105";"5";"92";"41.8423783025";"2.38253624778";
"105";"6";"78";"41.8424962466";"2.3818600952";
"105";"7";"58";"41.8423132428";"2.38160408576";
"105";"8";"63";"41.8437261893";"2.38131850089";
"105";"9";"102";"41.8444318089";"2.38133972228";
"105";"10";"77";"41.8454407601";"2.38361827018";
"105";"1";"90";"41.8440310341";"2.38391967818";
"107";"1";"160";"41.7178739894";"1.99377685586";
"107";"2";"173";"41.7166238228";"1.99602195103";
"107";"3";"184";"41.7150116882";"1.99654792182";
"107";"4";"110";"41.713875626";"1.99630562393";
"107";"5";"112";"41.7133838718";"1.99524481371";
"107";"6";"160";"41.7121751346";"1.99518421509";
"107";"7";"106";"41.7119964342";"1.99596564433";
"107";"8";"183";"41.7131424553";"1.99697012362";
"110";"1";"360";"41.9367245277";"2.32073738424";
"110";"2";"257";"41.9371880483";"2.32413444127";
"110";"3";"583";"41.9362193149";"2.32790064852";
"110";"4";"279";"41.9329706122";"2.33060343361";
"110";"5";"336";"41.9321209373";"2.32938504979";
"110";"6";"101";"41.933886889";"2.32899255896";
"109";"1";"197";"42.11739173";"1.85447759889";
"109";"2";"82";"42.1185616177";"1.85407958163";
"109";"3";"173";"42.1180883351";"1.85387433794";
"109";"4";"49";"42.1174190671";"1.85324626202";
"109";"5";"105";"42.1171187738";"1.85268911094";
"109";"6";"136";"42.1163147061";"1.85220960589";
"109";"7";"177";"42.1160589175";"1.85073106999";
"109";"8";"252";"42.1149442371";"1.84980214495";
"109";"9";"44";"42.1142221409";"1.85025295733";
"109";"11";"85";"42.1142036478";"1.85184017553";
"40";"7";"106";"41.8337575213";"1.92362056827";
"111";"1";"120";"41.9818189202";"2.78780667056";
"111";"2";"126";"41.9833085372";"2.78857579408";
"111";"3";"139";"41.9839770113";"2.78992375985";
"111";"3";"141";"41.9841627572";"2.78994378889";
"111";"4";"32";"41.9841269932";"2.79145759848";
"111";"4";"55";"41.9842664389";"2.79175785846";
"111";"5";"204";"41.9849266219";"2.79307445426";
"111";"5";"179";"41.9852646614";"2.79310899481";
"112";"1";"85";"41.8092574659";"2.29396309531";
"112";"2";"212";"41.8107033833";"2.29382811873";
"112";"3";"72";"41.8123800289";"2.29419110246";
"112";"4";"81";"41.8134401366";"2.29571704456";
"112";"5";"55";"41.8132690474";"2.2966396931";
"112";"6";"117";"41.8131524377";"2.2971853306";
"112";"7";"123";"41.8122865275";"2.29656469073";
"112";"8";"86";"41.8114472815";"2.29451092904";
"113";"10";"115";"41.8043536199";"2.74456281321";
"113";"11";"112";"41.804048372";"2.74367567881";
"113";"1";"111";"41.8007593134";"2.7315208564";
"113";"2";"52";"41.800692954";"2.73186925928";
"113";"2";"95";"41.8000084173";"2.73064815409";
"113";"3";"138";"41.799938619";"2.73144051953";
"113";"4";"103";"41.7991405565";"2.72925435767";
"113";"5";"188";"41.7978360566";"2.72965685871";
"113";"6";"143";"41.7969968475";"2.73055403276";
"113";"7";"104";"41.7992970567";"2.72984435796";
"113";"7";"87";"41.7984865568";"2.73020935868";
"113";"8";"156";"41.7988340984";"2.73091685087";
"113";"9";"221";"41.8005864819";"2.73225066919";
"114";"1";"344";"41.5863173323";"1.92318483253";
"114";"2";"182";"41.5841849365";"1.9228653756";
"114";"3";"225";"41.5844938642";"1.92538959222";
"114";"4";"130";"41.5837350696";"1.92717511514";
"114";"5";"76";"41.5835641459";"1.92810855706";
"114";"6";"69";"41.5831063198";"1.92848233816";
"114";"2";"96";"41.5841894817";"1.92348564866";
"115";"1";"252";"42.0899520795";"2.51954268606";
"115";"2";"112";"42.0909132049";"2.52111456041";
"115";"3";"133";"42.091434287";"2.52242444125";
"115";"4";"104";"42.0914706492";"2.52212038886";
"115";"5";"173";"42.0918439173";"2.52107831341";
"115";"5";"94";"42.0921482664";"2.52130624344";
"115";"6";"66";"42.0927019347";"2.52198287491";
"115";"7";"99";"42.0929264218";"2.52187495409";
"115";"8";"126";"42.0922724548";"2.51938347228";
"115";"9";"61";"42.092285189";"2.51895517037";
"115";"10";"154";"42.0913825365";"2.51919157044";
"115";"11";"73";"42.0905555752";"2.51918601884";
"115";"12";"123";"42.0903465225";"2.51818914595";
"116";"1";"68";"41.899466705";"1.43950453765";
"116";"2";"56";"41.9002500087";"1.44067509073";
"116";"3";"70";"41.9008931155";"1.44244866641";
"116";"4";"93";"41.9012373358";"1.44203533648";
"116";"5";"80";"41.9008208306";"1.44094592549";
"116";"6";"174";"41.9011579449";"1.44007106132";
"116";"7";"39";"41.9022076142";"1.43870147432";
"116";"8";"65";"41.9015961517";"1.43870157256";
"116";"9";"26";"41.9010646143";"1.43905097526";
"116";"10";"98";"41.9004596631";"1.43886449064";
"116";"11";"130";"41.9000258068";"1.43922078764";
"118";"1";"120";"41.6410693795";"1.86230551269";
"118";"2";"136";"41.6407459595";"1.86376922382";
"118";"3";"106";"41.6405159006";"1.86431721756";
"118";"4";"68";"41.6413315257";"1.8648084114";
"118";"5";"222";"41.6408786153";"1.86616533782";
"118";"6";"72";"41.639737374";"1.86677732952";
"118";"7";"167";"41.6398682042";"1.86536650298";
"118";"8";"57";"41.6401919962";"1.86442839891";
"118";"9";"197";"41.6402762621";"1.8631123761";
"117";"1";"216";"42.6182777148";"1.07871397609";
"117";"2";"123";"42.6185653331";"1.07655194266";
"117";"3";"77";"42.6187239698";"1.07360821385";
"117";"4";"135";"42.6196530719";"1.07417591279";
"117";"5";"255";"42.619097435";"1.07734271612";
"117";"6";"167";"42.6188445427";"1.07988648583";
"117";"7";"153";"42.6186268445";"1.08176565369";
"117";"8";"102";"42.6173222572";"1.08184772067";
"117";"9";"162";"42.6167007669";"1.08050985016";
"117";"10";"103";"42.6177978025";"1.08007131556";
"119";"1";"116";"41.6147305377";"2.62134319621";
"119";"2";"107";"41.6153192357";"2.62211214414";
"119";"3";"198";"41.6147124274";"2.62061688967";
"119";"4";"259";"41.6160653344";"2.61928698261";
"119";"5";"94";"41.6154721482";"2.61837142697";
"119";"6";"94";"41.6149048942";"2.61895457115";
"119";"7";"248";"41.6142417353";"2.61812973798";
"119";"8";"107";"41.6144406583";"2.61764855237";
"120";"1";"153";"41.3224215258";"2.00383098741";
"120";"2";"91";"41.321512458";"2.00207570955";
"120";"3";"119";"41.3221934514";"2.00115928007";
"120";"4";"125";"41.3230942857";"2.00089377802";
"120";"5";"194";"41.3235156777";"2.00253310148";
"120";"6";"180";"41.324254937";"2.00432676565";
"120";"7";"148";"41.3249443808";"2.0032916843";
"120";"8";"183";"41.3260543565";"2.00427210549";
"120";"9";"301";"41.325982653";"2.00700922758";
"120";"10";"105";"41.3250347494";"2.0060619907";
"120";"11";"68";"41.3242903606";"2.00483531758";
"120";"12";"141";"41.3236756038";"2.00528128444";
"121";"1";"603";"41.2840757656";"2.05696946509";
"121";"2";"184";"41.2788279563";"2.06196244064";
